image_path,label
data/demo_dataset/fake/fake_0005_crop.png,1
data/demo_dataset/real/real_0006.png,0
data/demo_dataset/fake/fake_0006.png,1
data/demo_dataset/real/real_0006_jpeg60.png,0
data/demo_dataset/fake/fake_0006_jpeg60.png,1
data/demo_dataset/real/real_0006_resize.png,0
data/demo_dataset/fake/fake_0006_resize.png,1
data/demo_dataset/real/real_0006_crop.png,0
data/demo_dataset/fake/fake_0006_crop.png,1
data/demo_dataset/real/real_0007.png,0
data/demo_dataset/fake/fake_0007.png,1
data/demo_dataset/real/real_0007_jpeg60.png,0
data/demo_dataset/fake/fake_0007_jpeg60.png,1
data/demo_dataset/real/real_0007_resize.png,0
data/demo_dataset/fake/fake_0007_resize.png,1
data/demo_dataset/real/real_0007_crop.png,0
data/demo_dataset/fake/fake_0007_crop.png,1
data/demo_dataset/real/real_0008.png,0
data/demo_dataset/fake/fake_0008.png,1
data/demo_dataset/real/real_0008_jpeg60.png,0
data/demo_dataset/fake/fake_0008_jpeg60.png,1
data/demo_dataset/real/real_0008_resize.png,0
data/demo_dataset/fake/fake_0008_resize.png,1
data/demo_dataset/real/real_0008_crop.png,0
data/demo_dataset/fake/fake_0008_crop.png,1
data/demo_dataset/real/real_0009.png,0
data/demo_dataset/fake/fake_0009.png,1
data/demo_dataset/real/real_0009_jpeg60.png,0
data/demo_dataset/fake/fake_0009_jpeg60.png,1
data/demo_dataset/real/real_0009_resize.png,0
data/demo_dataset/fake/fake_0009_resize.png,1
data/demo_dataset/real/real_0009_crop.png,0
data/demo_dataset/fake/fake_0009_crop.png,1
data/demo_dataset/real/real_0010.png,0
data/demo_dataset/fake/fake_0010.png,1
data/demo_dataset/real/real_0010_jpeg60.png,0
data/demo_dataset/fake/fake_0010_jpeg60.png,1
data/demo_dataset/real/real_0010_resize.png,0
data/demo_dataset/fake/fake_0010_resize.png,1
data/demo_dataset/real/real_0010_crop.png,0
data/demo_dataset/fake/fake_0010_crop.png,1
data/demo_dataset/real/real_0011.png,0
data/demo_dataset/fake/fake_0011.png,1
data/demo_dataset/real/real_0011_jpeg60.png,0
data/demo_dataset/fake/fake_0011_jpeg60.png,1
data/demo_dataset/real/real_0011_resize.png,0
data/demo_dataset/fake/fake_0011_resize.png,1
data/demo_dataset/real/real_0011_crop.png,0
data/demo_dataset/fake/fake_0011_crop.png,1
data/demo_dataset/real/real_0012.png,0
data/demo_dataset/fake/fake_0012.png,1
data/demo_dataset/real/real_0012_jpeg60.png,0
data/demo_dataset/fake/fake_0012_jpeg60.png,1
data/demo_dataset/real/real_0012_resize.png,0
data/demo_dataset/fake/fake_0012_resize.png,1
data/demo_dataset/real/real_0012_crop.png,0
data/demo_dataset/fake/fake_0012_crop.png,1
data/demo_dataset/real/real_0013.png,0
data/demo_dataset/fake/fake_0013.png,1
data/demo_dataset/real/real_0013_jpeg60.png,0
data/demo_dataset/fake/fake_0013_jpeg60.png,1
data/demo_dataset/real/real_0013_resize.png,0
data/demo_dataset/fake/fake_0013_resize.png,1
data/demo_dataset/real/real_0013_crop.png,0
data/demo_dataset/fake/fake_0013_crop.png,1
data/demo_dataset/real/real_0014.png,0
data/demo_dataset/fake/fake_0014.png,1
data/demo_dataset/real/real_0014_jpeg60.png,0
data/demo_dataset/fake/fake_0014_jpeg60.png,1
data/demo_dataset/real/real_0014_resize.png,0
data/demo_dataset/fake/fake_0014_resize.png,1
data/demo_dataset/real/real_0014_crop.png,0
data/demo_dataset/fake/fake_0014_crop.png,1
data/demo_dataset/real/real_0015.png,0
data/demo_dataset/fake/fake_0015.png,1
data/demo_dataset/real/real_0015_jpeg60.png,0
data/demo_dataset/fake/fake_0015_jpeg60.png,1
data/demo_dataset/real/real_0015_resize.png,0
data/demo_dataset/fake/fake_0015_resize.png,1
data/demo_dataset/real/real_0015_crop.png,0
data/demo_dataset/fake/fake_0015_crop.png,1
data/demo_dataset/real/real_0016.png,0
data/demo_dataset/fake/fake_0016.png,1
data/demo_dataset/real/real_0016_jpeg60.png,0
data/demo_dataset/fake/fake_0016_jpeg60.png,1
data/demo_dataset/real/real_0016_resize.png,0
data/demo_dataset/fake/fake_0016_resize.png,1
data/demo_dataset/real/real_0016_crop.png,0
data/demo_dataset/fake/fake_0016_crop.png,1
data/demo_dataset/real/real_0017.png,0
data/demo_dataset/fake/fake_0017.png,1
data/demo_dataset/real/real_0017_jpeg60.png,0
data/demo_dataset/fake/fake_0017_jpeg60.png,1
data/demo_dataset/real/real_0017_resize.png,0
data/demo_dataset/fake/fake_0017_resize.png,1
data/demo_dataset/real/real_0017_crop.png,0
data/demo_dataset/fake/fake_0017_crop.png,1
data/demo_dataset/real/real_0018.png,0
data/demo_dataset/fake/fake_0018.png,1
data/demo_dataset/real/real_0018_jpeg60.png,0
data/demo_dataset/fake/fake_0018_jpeg60.png,1
data/demo_dataset/real/real_0018_resize.png,0
data/demo_dataset/fake/fake_0018_resize.png,1
data/demo_dataset/real/real_0018_crop.png,0
data/demo_dataset/fake/fake_0018_crop.png,1
data/demo_dataset/real/real_0019.png,0
data/demo_dataset/fake/fake_0019.png,1
data/demo_dataset/real/real_0019_jpeg60.png,0
data/demo_dataset/fake/fake_0019_jpeg60.png,1
data/demo_dataset/real/real_0019_resize.png,0
data/demo_dataset/fake/fake_0019_resize.png,1
data/demo_dataset/real/real_0019_crop.png,0
data/demo_dataset/fake/fake_0019_crop.png,1
data/demo_dataset/real/real_0020.png,0
data/demo_dataset/fake/fake_0020.png,1
data/demo_dataset/real/real_0020_jpeg60.png,0
data/demo_dataset/fake/fake_0020_jpeg60.png,1
data/demo_dataset/real/real_0020_resize.png,0
data/demo_dataset/fake/fake_0020_resize.png,1
data/demo_dataset/real/real_0020_crop.png,0
data/demo_dataset/fake/fake_0020_crop.png,1
data/demo_dataset/real/real_0021.png,0
data/demo_dataset/fake/fake_0021.png,1
data/demo_dataset/real/real_0021_jpeg60.png,0
data/demo_dataset/fake/fake_0021_jpeg60.png,1
data/demo_dataset/real/real_0021_resize.png,0
data/demo_dataset/fake/fake_0021_resize.png,1
data/demo_dataset/real/real_0021_crop.png,0
data/demo_dataset/fake/fake_0021_crop.png,1
data/demo_dataset/real/real_0022.png,0
data/demo_dataset/fake/fake_0022.png,1
data/demo_dataset/real/real_0022_jpeg60.png,0
data/demo_dataset/fake/fake_0022_jpeg60.png,1
data/demo_dataset/real/real_0022_resize.png,0
data/demo_dataset/fake/fake_0022_resize.png,1
data/demo_dataset/real/real_0022_crop.png,0
data/demo_dataset/fake/fake_0022_crop.png,1
data/demo_dataset/real/real_0023.png,0
data/demo_dataset/fake/fake_0023.png,1
data/demo_dataset/real/real_0023_jpeg60.png,0
data/demo_dataset/fake/fake_0023_jpeg60.png,1
data/demo_dataset/real/real_0023_resize.png,0
data/demo_dataset/fake/fake_0023_resize.png,1
data/demo_dataset/real/real_0023_crop.png,0
data/demo_dataset/fake/fake_0023_crop.png,1
data/demo_dataset/real/real_0024.png,0
data/demo_dataset/fake/fake_0024.png,1
data/demo_dataset/real/real_0024_jpeg60.png,0
data/demo_dataset/fake/fake_0024_jpeg60.png,1
data/demo_dataset/real/real_0024_resize.png,0
data/demo_dataset/fake/fake_0024_resize.png,1
data/demo_dataset/real/real_0024_crop.png,0
data/demo_dataset/fake/fake_0024_crop.png,1
data/demo_dataset/real/real_0025.png,0
data/demo_dataset/fake/fake_0025.png,1
data/demo_dataset/real/real_0025_jpeg60.png,0
data/demo_dataset/fake/fake_0025_jpeg60.png,1
data/demo_dataset/real/real_0025_resize.png,0
data/demo_dataset/fake/fake_0025_resize.png,1
data/demo_dataset/real/real_0025_crop.png,0
data/demo_dataset/fake/fake_0025_crop.png,1
data/demo_dataset/real/real_0026.png,0
data/demo_dataset/fake/fake_0026.png,1
data/demo_dataset/real/real_0026_jpeg60.png,0
data/demo_dataset/fake/fake_0026_jpeg60.png,1
data/demo_dataset/real/real_0026_resize.png,0
data/demo_dataset/fake/fake_0026_resize.png,1
data/demo_dataset/real/real_0026_crop.png,0
data/demo_dataset/fake/fake_0026_crop.png,1
data/demo_dataset/real/real_0027.png,0
data/demo_dataset/fake/fake_0027.png,1
data/demo_dataset/real/real_0027_jpeg60.png,0
data/demo_dataset/fake/fake_0027_jpeg60.png,1
data/demo_dataset/real/real_0027_resize.png,0
data/demo_dataset/fake/fake_0027_resize.png,1
data/demo_dataset/real/real_0027_crop.png,0
data/demo_dataset/fake/fake_0027_crop.png,1
data/demo_dataset/real/real_0028.png,0
data/demo_dataset/fake/fake_0028.png,1
data/demo_dataset/real/real_0028_jpeg60.png,0
data/demo_dataset/fake/fake_0028_jpeg60.png,1
data/demo_dataset/real/real_0028_resize.png,0
data/demo_dataset/fake/fake_0028_resize.png,1
data/demo_dataset/real/real_0028_crop.png,0
data/demo_dataset/fake/fake_0028_crop.png,1
data/demo_dataset/real/real_0029.png,0
data/demo_dataset/fake/fake_0029.png,1
data/demo_dataset/real/real_0029_jpeg60.png,0
data/demo_dataset/fake/fake_0029_jpeg60.png,1
data/demo_dataset/real/real_0029_resize.png,0
data/demo_dataset/fake/fake_0029_resize.png,1
data/demo_dataset/real/real_0029_crop.png,0
data/demo_dataset/fake/fake_0029_crop.png,1
data/demo_dataset/real/real_0030.png,0
data/demo_dataset/fake/fake_0030.png,1
data/demo_dataset/real/real_0030_jpeg60.png,0
data/demo_dataset/fake/fake_0030_jpeg60.png,1
data/demo_dataset/real/real_0030_resize.png,0
data/demo_dataset/fake/fake_0030_resize.png,1
data/demo_dataset/real/real_0030_crop.png,0
data/demo_dataset/fake/fake_0030_crop.png,1
data/demo_dataset/real/real_0031.png,0
data/demo_dataset/fake/fake_0031.png,1
data/demo_dataset/real/real_0031_jpeg60.png,0
data/demo_dataset/fake/fake_0031_jpeg60.png,1
data/demo_dataset/real/real_0031_resize.png,0
data/demo_dataset/fake/fake_0031_resize.png,1
data/demo_dataset/real/real_0031_crop.png,0
data/demo_dataset/fake/fake_0031_crop.png,1
data/demo_dataset/real/real_0032.png,0
data/demo_dataset/fake/fake_0032.png,1
data/demo_dataset/real/real_0032_jpeg60.png,0
data/demo_dataset/fake/fake_0032_jpeg60.png,1
data/demo_dataset/real/real_0032_resize.png,0
data/demo_dataset/fake/fake_0032_resize.png,1
data/demo_dataset/real/real_0032_crop.png,0
data/demo_dataset/fake/fake_0032_crop.png,1
data/demo_dataset/real/real_0033.png,0
data/demo_dataset/fake/fake_0033.png,1
data/demo_dataset/real/real_0033_jpeg60.png,0
data/demo_dataset/fake/fake_0033_jpeg60.png,1
data/demo_dataset/real/real_0033_resize.png,0
data/demo_dataset/fake/fake_0033_resize.png,1
data/demo_dataset/real/real_0033_crop.png,0
data/demo_dataset/fake/fake_0033_crop.png,1
data/demo_dataset/real/real_0034.png,0
data/demo_dataset/fake/fake_0034.png,1
data/demo_dataset/real/real_0034_jpeg60.png,0
data/demo_dataset/fake/fake_0034_jpeg60.png,1
data/demo_dataset/real/real_0034_resize.png,0
data/demo_dataset/fake/fake_0034_resize.png,1
data/demo_dataset/real/real_0034_crop.png,0
data/demo_dataset/fake/fake_0034_crop.png,1
data/demo_dataset/real/real_0035.png,0
data/demo_dataset/fake/fake_0035.png,1
data/demo_dataset/real/real_0035_jpeg60.png,0
data/demo_dataset/fake/fake_0035_jpeg60.png,1
data/demo_dataset/real/real_0035_resize.png,0
data/demo_dataset/fake/fake_0035_resize.png,1
data/demo_dataset/real/real_0035_crop.png,0
data/demo_dataset/fake/fake_0035_crop.png,1
data/demo_dataset/real/real_0036.png,0
data/demo_dataset/fake/fake_0036.png,1
data/demo_dataset/real/real_0036_jpeg60.png,0
data/demo_dataset/fake/fake_0036_jpeg60.png,1
data/demo_dataset/real/real_0036_resize.png,0
data/demo_dataset/fake/fake_0036_resize.png,1
data/demo_dataset/real/real_0036_crop.png,0
data/demo_dataset/fake/fake_0036_crop.png,1
data/demo_dataset/real/real_0037.png,0
data/demo_dataset/fake/fake_0037.png,1
data/demo_dataset/real/real_0037_jpeg60.png,0
data/demo_dataset/fake/fake_0037_jpeg60.png,1
data/demo_dataset/real/real_0037_resize.png,0
data/demo_dataset/fake/fake_0037_resize.png,1
data/demo_dataset/real/real_0037_crop.png,0
data/demo_dataset/fake/fake_0037_crop.png,1
data/demo_dataset/real/real_0038.png,0
data/demo_dataset/fake/fake_0038.png,1
data/demo_dataset/real/real_0038_jpeg60.png,0
data/demo_dataset/fake/fake_0038_jpeg60.png,1
data/demo_dataset/real/real_0038_resize.png,0
data/demo_dataset/fake/fake_0038_resize.png,1
data/demo_dataset/real/real_0038_crop.png,0
data/demo_dataset/fake/fake_0038_crop.png,1
data/demo_dataset/real/real_0039.png,0
data/demo_dataset/fake/fake_0039.png,1
data/demo_dataset/real/real_0039_jpeg60.png,0
data/demo_dataset/fake/fake_0039_jpeg60.png,1
data/demo_dataset/real/real_0039_resize.png,0
data/demo_dataset/fake/fake_0039_resize.png,1
data/demo_dataset/real/real_0039_crop.png,0
data/demo_dataset/fake/fake_0039_crop.png,1
data/demo_dataset/real/real_0040.png,0
data/demo_dataset/fake/fake_0040.png,1
data/demo_dataset/real/real_0040_jpeg60.png,0
data/demo_dataset/fake/fake_0040_jpeg60.png,1
data/demo_dataset/real/real_0040_resize.png,0
data/demo_dataset/fake/fake_0040_resize.png,1
data/demo_dataset/real/real_0040_crop.png,0
data/demo_dataset/fake/fake_0040_crop.png,1
data/demo_dataset/real/real_0041.png,0
data/demo_dataset/fake/fake_0041.png,1
data/demo_dataset/real/real_0041_jpeg60.png,0
data/demo_dataset/fake/fake_0041_jpeg60.png,1
data/demo_dataset/real/real_0041_resize.png,0
data/demo_dataset/fake/fake_0041_resize.png,1
data/demo_dataset/real/real_0041_crop.png,0
data/demo_dataset/fake/fake_0041_crop.png,1
data/demo_dataset/real/real_0042.png,0
data/demo_dataset/fake/fake_0042.png,1
data/demo_dataset/real/real_0042_jpeg60.png,0
data/demo_dataset/fake/fake_0042_jpeg60.png,1
data/demo_dataset/real/real_0042_resize.png,0
data/demo_dataset/fake/fake_0042_resize.png,1
data/demo_dataset/real/real_0042_crop.png,0
data/demo_dataset/fake/fake_0042_crop.png,1
data/demo_dataset/real/real_0043.png,0
data/demo_dataset/fake/fake_0043.png,1
data/demo_dataset/real/real_0043_jpeg60.png,0
data/demo_dataset/fake/fake_0043_jpeg60.png,1
data/demo_dataset/real/real_0043_resize.png,0
data/demo_dataset/fake/fake_0043_resize.png,1
data/demo_dataset/real/real_0043_crop.png,0
data/demo_dataset/fake/fake_0043_crop.png,1
data/demo_dataset/real/real_0044.png,0
data/demo_dataset/fake/fake_0044.png,1
data/demo_dataset/real/real_0044_jpeg60.png,0
data/demo_dataset/fake/fake_0044_jpeg60.png,1
data/demo_dataset/real/real_0044_resize.png,0
data/demo_dataset/fake/fake_0044_resize.png,1
data/demo_dataset/real/real_0044_crop.png,0
data/demo_dataset/fake/fake_0044_crop.png,1
data/demo_dataset/real/real_0045.png,0
data/demo_dataset/fake/fake_0045.png,1
data/demo_dataset/real/real_0045_jpeg60.png,0
data/demo_dataset/fake/fake_0045_jpeg60.png,1
data/demo_dataset/real/real_0045_resize.png,0
data/demo_dataset/fake/fake_0045_resize.png,1
data/demo_dataset/real/real_0045_crop.png,0
data/demo_dataset/fake/fake_0045_crop.png,1
data/demo_dataset/real/real_0046.png,0
data/demo_dataset/fake/fake_0046.png,1
data/demo_dataset/real/real_0046_jpeg60.png,0
data/demo_dataset/fake/fake_0046_jpeg60.png,1
data/demo_dataset/real/real_0046_resize.png,0
data/demo_dataset/fake/fake_0046_resize.png,1
data/demo_dataset/real/real_0046_crop.png,0
data/demo_dataset/fake/fake_0046_crop.png,1
data/demo_dataset/real/real_0047.png,0
data/demo_dataset/fake/fake_0047.png,1
data/demo_dataset/real/real_0047_jpeg60.png,0
data/demo_dataset/fake/fake_0047_jpeg60.png,1
data/demo_dataset/real/real_0047_resize.png,0
data/demo_dataset/fake/fake_0047_resize.png,1
data/demo_dataset/real/real_0047_crop.png,0
data/demo_dataset/fake/fake_0047_crop.png,1
data/demo_dataset/real/real_0048.png,0
data/demo_dataset/fake/fake_0048.png,1
data/demo_dataset/real/real_0048_jpeg60.png,0
data/demo_dataset/fake/fake_0048_jpeg60.png,1
data/demo_dataset/real/real_0048_resize.png,0
data/demo_dataset/fake/fake_0048_resize.png,1
data/demo_dataset/real/real_0048_crop.png,0
data/demo_dataset/fake/fake_0048_crop.png,1
data/demo_dataset/real/real_0049.png,0
data/demo_dataset/fake/fake_0049.png,1
data/demo_dataset/real/real_0049_jpeg60.png,0
data/demo_dataset/fake/fake_0049_jpeg60.png,1
data/demo_dataset/real/real_0049_resize.png,0
data/demo_dataset/fake/fake_0049_resize.png,1
data/demo_dataset/real/real_0049_crop.png,0
data/demo_dataset/fake/fake_0049_crop.png,1
data/demo_dataset/real/real_0050.png,0
data/demo_dataset/fake/fake_0050.png,1
data/demo_dataset/real/real_0050_jpeg60.png,0
data/demo_dataset/fake/fake_0050_jpeg60.png,1
data/demo_dataset/real/real_0050_resize.png,0
data/demo_dataset/fake/fake_0050_resize.png,1
data/demo_dataset/real/real_0050_crop.png,0
data/demo_dataset/fake/fake_0050_crop.png,1
data/demo_dataset/real/real_0051.png,0
data/demo_dataset/fake/fake_0051.png,1
data/demo_dataset/real/real_0051_jpeg60.png,0
data/demo_dataset/fake/fake_0051_jpeg60.png,1
data/demo_dataset/real/real_0051_resize.png,0
data/demo_dataset/fake/fake_0051_resize.png,1
data/demo_dataset/real/real_0051_crop.png,0
data/demo_dataset/fake/fake_0051_crop.png,1
data/demo_dataset/real/real_0052.png,0
data/demo_dataset/fake/fake_0052.png,1
data/demo_dataset/real/real_0052_jpeg60.png,0
data/demo_dataset/fake/fake_0052_jpeg60.png,1
data/demo_dataset/real/real_0052_resize.png,0
data/demo_dataset/fake/fake_0052_resize.png,1
data/demo_dataset/real/real_0052_crop.png,0
data/demo_dataset/fake/fake_0052_crop.png,1
data/demo_dataset/real/real_0053.png,0
data/demo_dataset/fake/fake_0053.png,1
data/demo_dataset/real/real_0053_jpeg60.png,0
data/demo_dataset/fake/fake_0053_jpeg60.png,1
data/demo_dataset/real/real_0053_resize.png,0
data/demo_dataset/fake/fake_0053_resize.png,1
data/demo_dataset/real/real_0053_crop.png,0
data/demo_dataset/fake/fake_0053_crop.png,1
data/demo_dataset/real/real_0054.png,0
data/demo_dataset/fake/fake_0054.png,1
data/demo_dataset/real/real_0054_jpeg60.png,0
data/demo_dataset/fake/fake_0054_jpeg60.png,1
data/demo_dataset/real/real_0054_resize.png,0
data/demo_dataset/fake/fake_0054_resize.png,1
data/demo_dataset/real/real_0054_crop.png,0
data/demo_dataset/fake/fake_0054_crop.png,1
data/demo_dataset/real/real_0055.png,0
data/demo_dataset/fake/fake_0055.png,1
data/demo_dataset/real/real_0055_jpeg60.png,0
data/demo_dataset/fake/fake_0055_jpeg60.png,1
data/demo_dataset/real/real_0055_resize.png,0
data/demo_dataset/fake/fake_0055_resize.png,1
data/demo_dataset/real/real_0055_crop.png,0
data/demo_dataset/fake/fake_0055_crop.png,1
data/demo_dataset/real/real_0056.png,0
data/demo_dataset/fake/fake_0056.png,1
data/demo_dataset/real/real_0056_jpeg60.png,0
data/demo_dataset/fake/fake_0056_jpeg60.png,1
data/demo_dataset/real/real_0056_resize.png,0
data/demo_dataset/fake/fake_0056_resize.png,1
data/demo_dataset/real/real_0056_crop.png,0
data/demo_dataset/fake/fake_0056_crop.png,1
data/demo_dataset/real/real_0057.png,0
data/demo_dataset/fake/fake_0057.png,1
data/demo_dataset/real/real_0057_jpeg60.png,0
data/demo_dataset/fake/fake_0057_jpeg60.png,1
data/demo_dataset/real/real_0057_resize.png,0
data/demo_dataset/fake/fake_0057_resize.png,1
data/demo_dataset/real/real_0057_crop.png,0
data/demo_dataset/fake/fake_0057_crop.png,1
data/demo_dataset/real/real_0058.png,0
data/demo_dataset/fake/fake_0058.png,1
data/demo_dataset/real/real_0058_jpeg60.png,0
data/demo_dataset/fake/fake_0058_jpeg60.png,1
data/demo_dataset/real/real_0058_resize.png,0
data/demo_dataset/fake/fake_0058_resize.png,1
data/demo_dataset/real/real_0058_crop.png,0
data/demo_dataset/fake/fake_0058_crop.png,1
data/demo_dataset/real/real_0059.png,0
data/demo_dataset/fake/fake_0059.png,1
data/demo_dataset/real/real_0059_jpeg60.png,0
data/demo_dataset/fake/fake_0059_jpeg60.png,1
data/demo_dataset/real/real_0059_resize.png,0
data/demo_dataset/fake/fake_0059_resize.png,1
data/demo_dataset/real/real_0059_crop.png,0
data/demo_dataset/fake/fake_0059_crop.png,1
